2016-17,name,2017-18,2018-19,2019-20_x,2019-20_y,cross_season_id
387.0,Kieran Trippier,382.0,357.0,334.0,334.0,eb3f0db0-d986-4e10-9713-925be8a975f7
388.0,Kevin Wimmer,383.0,,,,08a193f6-6a74-4c56-be4f-fdf7b27e7cdc
389.0,DeAndre Yedlin,288.0,310.0,253.0,253.0,89165984-b6cb-4254-b240-2af5cc21a97e
390.0,Eric Dier,384.0,361.0,350.0,350.0,37ab6ebb-abba-4567-9316-f9da708d28fe
391.0,Mousa Dembélé,385.0,362.0,,,451f7581-3b2a-41d5-92c6-eba003002a3d
392.0,Nacer Chadli,427.0,,,,1c45318c-4552-4ddb-996f-841018857874
393.0,Erik Lamela,386.0,363.0,346.0,346.0,375121e2-af44-48b8-ab64-8506319a9bf2
394.0,Christian Eriksen,387.0,364.0,343.0,343.0,ad28d68c-4d96-4986-a29b-5998f4fa973f
395.0,Nabil Bentaleb,,,,,5c1de033-5a78-4e37-89dc-c643bb220c5c
396.0,Ryan Mason,,,,,96afdb8f-3c8d-42f5-b740-50b9bb704bc2
397.0,Tom Carroll,367.0,,,,bf1a6f09-19ce-4d12-934f-64b885ad3a2d
398.0,Bamidele Alli,388.0,365.0,344.0,344.0,9a55214f-2394-4ed1-b2c1-453a42c3b8f0
399.0,Joshua Onomah,,,,,57ce55bc-6c65-4b11-a441-905fdf60dd72
400.0,Victor Wanyama,389.0,366.0,348.0,348.0,bbf0d76c-2f4e-48fc-b064-b3c29510e6ea
401.0,Alex Pritchard,593.0,206.0,,,0bdae7e9-d2c8-4d8a-ac77-6046a0aaccd1
402.0,Heung-Min Son,390.0,367.0,342.0,342.0,873410d1-047d-43ff-b2da-9f9ee872eece
403.0,Harry Kane,394.0,372.0,338.0,338.0,3a75d907-4e10-45f4-a3bb-9c949f046cd5
404.0,Clinton N'Jie,,,,,3fea7082-e704-4e8f-b72e-c3f5d40772f3
405.0,Vincent Janssen,395.0,614.0,339.0,339.0,f144c7ce-718f-472d-9934-10d8561d4aeb
406.0,Costel Pantilimon,396.0,,,,dbfdd1b6-79b3-47c2-90ad-627936dbaf1f
407.0,Heurelho Gomes,397.0,373.0,,,7348381e-c220-4fcf-ad65-4a2848fe51f9
408.0,Craig Cathcart,399.0,376.0,358.0,358.0,50deeb22-f32e-4265-b828-cc34e86ab895
409.0,Sebastian Prödl,400.0,377.0,361.0,361.0,ebc6dd7d-9720-404a-85ed-c887993147fb
410.0,Juan Carlos Paredes,,,,,ed1afabb-f246-4f45-877b-108760679a8c
411.0,José Holebas,401.0,378.0,353.0,353.0,46edfc29-a9d6-4903-ba2d-e89d109ce4d5
412.0,Allan-Roméo Nyom,422.0,,,,d2ab4db9-726f-4543-bfb9-d175d0452392
413.0,Miguel Britos,402.0,379.0,,,f825c1da-cfcd-4abe-bbf0-bcad9858b862
414.0,Christian Kabasele,403.0,380.0,354.0,354.0,66810cee-a0d7-4e04-b7a1-c21c849be6ec
415.0,Adlène Guédioura,,,,,30a50a07-cc17-457c-bef6-84b019ab5ae5
416.0,Etienne Capoue,409.0,389.0,373.0,373.0,cdab342a-1641-4be9-ad66-06cef53e6b48
417.0,Almen Abdi,,,,,07ef585f-eab8-4d0a-a800-719930363b41
418.0,Ben Watson,486.0,,,,d64c667e-685a-45c7-b3d9-3a5203c5b805
419.0,Ikechi Anya,,,,,967effbb-4a32-4b8b-a990-5a34b4122726
420.0,Valon Behrami,410.0,,,,8aba8ee2-91f2-44e2-a980-59ec6c06f0f5
421.0,Steven Berghuis,411.0,,,,9c842644-6f4a-40dd-88f0-efa027ab3056
422.0,Nordin Amrabat,412.0,,,,1dd3e806-b620-4a57-a4f8-3638ff9d6a56
423.0,Mario Suárez,,,,,89126cc7-859b-4d2b-b60e-38b4e7c318e7
424.0,Isaac Success,413.0,,,,30ab2c9f-5e4e-4b26-b32f-ef871d58ad34
425.0,Troy Deeney,417.0,396.0,362.0,362.0,3c4c3458-0014-477f-90c9-4c45874e5f95
426.0,Odion Ighalo,,,,,e621d2ea-ecb9-4fea-83e3-9fe0a8434cfd
427.0,Mamadou Obbi Oularé,,,,,864ecc58-a3a4-4823-8f8a-ce422f1488eb
428.0,Jerome Sinclair,499.0,398.0,,,1babb602-cca7-401d-8cd2-d2571c619bf8
429.0,Boaz Myhill,420.0,,,,767dc4b7-422c-4038-8a98-8ba564436dd7
430.0,Ben Foster,421.0,445.0,366.0,366.0,4d2ea2c5-c0f9-40d0-be1f-98d65aeeb188
431.0,Jonny Evans,423.0,222.0,162.0,162.0,a5928ecf-ec16-40b3-aeae-cbe45acbcb90
432.0,Jonas Olsson,,,,,883a9d71-3074-4e02-b840-245ec2d4d749
433.0,Craig Dawson,424.0,,,439.0,9cfae921-9346-4dfd-9a53-a09b02e9c989
434.0,Sébastien Pocognoli,,,,,60ea31b4-9eef-49ac-975f-9d061d7a87dd
435.0,Cristian Gamboa,,,,,af18bb36-ef60-41a6-a9a9-f0f185348393
436.0,Gareth McAuley,425.0,,,,c1039f9a-7adf-469b-87d0-623f14c69966
437.0,James Chester,,,23.0,23.0,66e7744d-2dca-4726-97f0-ae62438007dd
438.0,Chris Brunt,434.0,,,,7cc56b80-d2f1-4a4d-a8fd-b67e7fe4e2ec
439.0,Darren Fletcher,346.0,,,,d8b36d4d-5757-4caa-9180-c980f5c3c3de
440.0,Craig Gardner,,,,,226f4209-81c7-4446-aaee-6044b0ff88ff
441.0,James Morrison,428.0,,,,5cdac4a7-dfa0-4c25-be66-e74c9ec5b995
442.0,Claudio Yacob,429.0,,,,588c2c47-fe70-4f2a-ae6d-2cc8ce795cc7
443.0,Callum McManaman,,,,,7d92a597-d2a5-4e1b-a81b-74c3fcb6fd05
444.0,James McClean,430.0,,,,91054fba-fbd5-4097-8475-b9fdf1941a9b
445.0,Jonathan Leko,431.0,,,,2a54c876-135e-49cc-93d8-9f4cd6b4c289
446.0,Matt Phillips,432.0,,,,5053a683-647d-4789-aca2-325d1a82c800
447.0,Rickie Lambert,,,,,8fe9f80a-8d50-428f-93a5-a59c35d22ca1
448.0,Saido Berahino,349.0,,,,23d21bdb-54ba-4d72-8a16-c0c9d3022054
449.0,Salomón Rondón,435.0,493.0,,,faac3c01-a5a8-4032-b2d7-ccfdbeeeaf2f
450.0,Adrián San Miguel del Castillo,438.0,399.0,,,4baeb244-8934-4ffd-94f3-3a3eea2f12e7
451.0,Darren Randolph,439.0,,,,578f3020-ff01-4509-acc4-6ee263dc7e30
452.0,James Collins,441.0,,,,1757cc52-d1eb-4065-b106-56f8454c51bf
453.0,Winston Reid,442.0,401.0,383.0,383.0,63d49375-7216-496f-9090-12197c5e622c
454.0,Aaron Cresswell,443.0,402.0,376.0,376.0,19e5af06-966a-4798-861b-8968f29a77ba
455.0,Reece Oxford,611.0,407.0,,,f560ff19-44e1-4ba4-8360-3a71742e5173
456.0,Angelo Ogbonna,444.0,403.0,377.0,377.0,79cadee6-44f9-446d-929e-6aa5684b1cc2
457.0,Sam Byram,445.0,404.0,,454.0,71f0f0f1-fb5f-400f-8e54-bdd1382fb32e
458.0,Mark Noble,450.0,411.0,396.0,396.0,da87b8b4-4fb7-46d2-b57a-10804c739031
459.0,Cheikhou Kouyaté,451.0,412.0,139.0,139.0,b110d3c7-2fd1-41d8-80e5-6e4cba4e8675
460.0,Pedro Obiang,452.0,413.0,400.0,400.0,8bc4823a-590c-4ed6-a919-dada4b55d562
461.0,Dimitri Payet,,,,,b2d9e416-e4b6-4d7e-90cf-874681a6fda2
462.0,Manuel Lanzini,453.0,414.0,391.0,391.0,f4c4191e-e370-41f9-8ebd-2586a9c9b5fb
463.0,Josh Cullen,597.0,,,,eeae86ad-b054-4fb7-89a0-067124be488c
464.0,Michail Antonio,454.0,415.0,389.0,389.0,1b12f1d0-592f-4bc0-9fdb-b6fbc541850f
465.0,Håvard Nordtveit,,593.0,,,df993c0e-ef1f-4d1f-ad2b-99f590881fc9
466.0,Sofiane Feghouli,455.0,,,,06b0c326-5b34-4aaa-8fec-028fdd5575f8
467.0,Gökhan Töre,,,,,71da91eb-3783-4082-b9e6-f49ca3289520
468.0,Andy Carroll,457.0,418.0,,,6a9d2c87-cecb-4d12-8eca-b092ce4d51d6
469.0,Enner Valencia,460.0,,,,be802864-62fe-4d7f-837a-958f9f5ad478
470.0,Diafra Sakho,458.0,,,,1e5bf819-34c5-4251-9ddf-6d95c3343bc1
471.0,Nick Pope,469.0,68.0,93.0,93.0,4c3786e8-a5a3-4399-831e-16cd989be792
472.0,Paul Robinson,75.0,,,,6ccf6fa5-e9ef-4a9a-b4ad-e4c5eb57d9bc
473.0,Johann Berg Gudmundsson,84.0,76.0,96.0,96.0,c8e05c73-5754-4258-8560-f91feec9cf91
474.0,Ragnar Klavan,220.0,244.0,,,6d2a46bf-d828-4892-a137-376f11af389e
475.0,Marko Grujic,231.0,,,,6f4c12ab-3ecc-4749-9ac4-f50182fb47f7
476.0,Jason Denayer,,,,,988a8b75-e86a-49aa-9316-ee4c2de302de
477.0,Antonio Barragán,,,,,006a3ce2-8503-40a2-8bfd-22f26e5076cb
478.0,Álvaro Negredo,,,,,e219c1b1-9d22-4d76-a712-c110e11f99a3
479.0,Juan Zuñiga,,,,,b43dbed4-e7ca-4373-b43d-d60d259fe97c
480.0,Tommie Hoban,,,,,39d6cbf8-9caf-447c-abc5-d285887ed7d6
481.0,Brice Dja Djédjé,,,,,2bf9aa34-4d31-42a8-9894-7e5371baacb9
482.0,Abdoulaye Doucouré,414.0,390.0,368.0,368.0,5bdfff20-44d8-4056-8579-5e2b931557c2
483.0,Matej Vydra,,495.0,92.0,92.0,aeb94905-f4aa-444f-8666-0cd537165ec8
484.0,Rob Holding,11.0,6.0,10.0,10.0,8a9a0b0c-4aab-41c0-8a69-0b266e3ff859
485.0,Georginio Wijnaldum,232.0,252.0,199.0,199.0,0f04f76b-2c89-4bbd-8357-550147b42f63
486.0,Ramadan Sobhi,345.0,207.0,,,b746351e-6371-4bf0-9e5c-7ff866d9de90
487.0,Ola Aina,,,,,d1fad52c-e9ea-4e7d-8570-c29a2fd8bf5f
488.0,Idrissa Gueye,155.0,168.0,156.0,156.0,e00a0234-8063-490f-8aee-0088cbe53fac
489.0,Leroy Sané,255.0,275.0,216.0,216.0,15f2c790-5e97-4a52-82e8-fe73b294c0b2
490.0,Bradley Guzan,,,,,08235246-2081-4c33-86ec-804aaa141074
491.0,Gastón Ramírez,,,,,58b22f27-902b-40c0-82db-c386ff415f65
492.0,Jérémy Pied,312.0,,,,38716e87-dc57-4fdb-8389-0c0d797601bb
493.0,Chuba Akpom,,,,,a6870c87-864f-4311-b531-276a840516a9
494.0,Sullay Kaikai,515.0,477.0,,,40381710-8994-4a75-bb06-8796f1423dbb
495.0,Mason Holgate,144.0,160.0,,478.0,ee4fc283-f888-464c-9fd3-f9908f59e9a1
496.0,Benjamin Chilwell,196.0,219.0,161.0,161.0,3254814b-5553-4321-8f50-4e784bbad5fa
497.0,Bartosz Kapustka,,,,,4ddf7636-940c-4591-8d2d-c7cf5c84c3d1
498.0,Jose Angel Esmoris Tasende,,,,,42df5fa7-1765-43e9-863d-566062bf3792
499.0,Papy Djilobodji,,,,,36391336-f092-4edd-b639-4179c9d5cb55
500.0,Fernando Llorente,371.0,371.0,,,0706faab-c677-4e97-8e8e-67a833720690
501.0,Cameron Carter-Vickers,511.0,,,,0eb245c7-b046-4704-8abb-0fbb8371cb3b
502.0,Daniel Lafferty,,,,,f518d632-c36f-4df0-b13d-506260014ac8
503.0,Paul Pogba,282.0,302.0,238.0,238.0,562a17ef-6ac4-4b65-ab34-b2ea9ee79c28
504.0,Jack Stephens,313.0,333.0,308.0,308.0,d2d7dafe-b04a-47ab-9d7c-63f7b6dfbd96
505.0,Arthur Masuaku,446.0,410.0,378.0,378.0,f116e6bd-ec9d-4e6d-9079-881f22dc65e5
506.0,Donald Love,,,,,3a83d906-24c3-4dfe-9c0c-edd1552ac2cf
507.0,Borja Bastón,,,,,11ec9b58-67ed-4fb3-af9d-cf987b83ea06
508.0,Olayinka Fredrick Oladotun Ladapo,505.0,,,,927ca607-cd4c-498c-8661-a367f7b4114a
509.0,Keshi Anderson,528.0,,,,73ae2d11-3621-4174-adcf-55429f37eefd
510.0,Kane Wilson,508.0,,,,0a51afc2-a3dc-44e5-8653-520454d3de24
511.0,Sam Field,433.0,,,,a34b2387-1efa-44b4-8b48-65c02c2eefab
512.0,Tom Davies,156.0,169.0,154.0,154.0,4b72de23-2130-413c-a78c-6ea11256ae28
513.0,Harry Winks,391.0,368.0,347.0,347.0,fc7f0043-719d-410b-a102-5548be91a67a
514.0,Greg Olley,,,,,923aee02-4e3d-4915-968d-db88cca22d5b
515.0,Josh Clackstone,,,,,ccde7923-cead-4056-86fd-74ed086d22f7
516.0,Jarrod Bowen,,,,,c531542c-da3a-4b9c-a91d-b5c2f5a61259
517.0,Dusan Kuciak,,,,,26e53eaa-9971-456a-a240-92c8558b812e
518.0,Greg Luer,,,,,827c5f67-c18e-4a90-9e86-befbb4aa291c
519.0,Josh Tymon,336.0,,,,4366d0e8-f259-4777-9d34-c544f0813037
520.0,Lynden Gooch,,,,,1c6e4b0c-712b-4f73-a0a9-635dc8e602a4
521.0,Joel Asoro,,,,,a435b57e-654f-4ae0-8378-353fbc52865b
522.0,Alex Baptiste,,,,,05de4e34-aabc-4335-80ce-4e30432866df
523.0,Trent Alexander-Arnold,223.0,245.0,182.0,182.0,47b47958-ad37-4330-ab3e-fcec036a9cd8
524.0,Alexander Manninger,,,,,453c86a4-c5f2-408e-a9bc-ea2c9a8c480d
525.0,Steven Defour,85.0,77.0,99.0,99.0,5db081bc-b0cb-4c35-b3b1-2646c8b60be7
526.0,Jonathan Calleri,,,,,ecb03be9-269e-4827-9190-643582a33032
527.0,Fabio Pereira da Silva,,,,,8b9acbe0-45d5-4015-b722-a464fe3a3849
528.0,Pablo Maffeo,,,,,700a7078-5acc-404d-8f5a-8671444822bd
529.0,Luke McGee,,,,,d71d535a-ae9d-453a-8f9d-17fc7ae0e448
530.0,Nathaniel Chalobah,112.0,387.0,374.0,374.0,1f17de0f-0019-45e6-9591-56a244f17949
531.0,Aiden O'Neill,623.0,,,,1a9b3126-2ea0-4ef1-8560-74a6b02ec970
532.0,Josh Robson,,,,,5776baf0-7357-44b6-87b2-7fe180bd135b
533.0,Steven Pienaar,,,,,c32c07c1-5c41-4957-bc15-91f5c00466f4
534.0,Reece Burke,596.0,,,,0a4c03d2-2ecf-4ac7-8cc1-4b941de04040
535.0,Ashley Fletcher,459.0,,,,a46bf535-6d09-4c34-a43d-aa3a8c8320ab
536.0,Ryan Fraser,47.0,40.0,75.0,75.0,e7b28995-1a31-4d16-b9e4-1208f40fae3d
537.0,Thomas Robson,,,,,9d3c78ed-215f-429b-bb83-05d32fcfe822
538.0,Javier Manquillo,477.0,315.0,256.0,256.0,699570e6-2bdc-4730-9d94-3fe90a9cd94a
539.0,Roberto Pereyra,415.0,391.0,369.0,369.0,46c8b908-55a4-4fd9-b3d2-64030db4dc36
540.0,Daryl Janmaat,404.0,381.0,359.0,359.0,ee325070-803c-4eb6-9cde-216921f931f6
541.0,Claudio Bravo,241.0,261.0,213.0,213.0,55c98225-9e9e-43b4-b4bc-42ce3cdee840
542.0,Edimilson Fernandes,456.0,416.0,,,132667c2-aa28-46d6-8907-8555647b9f0d
543.0,Hiram Boateng,,,,,144e4f22-7ae6-49f8-b5cf-c9d55e47eb8b
544.0,Julien Ngoy,562.0,,,,5cfdc50e-abdb-450c-ba9c-a970f197fa0a
545.0,Ben Hinchcliffe,,,,,0af4f72a-13e8-4ac2-a186-eef1086ec311
546.0,Oliver McBurnie,372.0,,,501.0,759676fb-4155-498f-ab0d-858c975ac2c7
547.0,Maksymilian Stryjek,,,,,ab17c413-ecfb-49c4-8b1f-382304ecbf52
548.0,Jack Rose,,,,,f27645d8-1a9c-4d9f-ae5a-993de85fc916
549.0,Lucas Pérez,27.0,502.0,,,80610d9d-d406-4636-92e8-3d6a3e11ada5
550.0,Simone Zaza,,,,,30f58f2f-2831-4933-848d-27698c7aba6c
551.0,Sofiane Boufal,322.0,341.0,,,e81e2d30-a812-4358-a3be-e34c4f368d5a
552.0,Stefano Okaka,418.0,397.0,,,1cdcc25e-2e7f-4deb-976a-2ecb115d1b29
553.0,Patrick Bamford,,,,,a52b6ca8-4337-4745-9d33-76aab310605a
554.0,David Marshall,,,,,cdd97711-6a76-43bf-bdb2-efa40c0da012
555.0,Shkodran Mustafi,12.0,7.0,1.0,1.0,a07677b2-b1a4-43fd-9e23-69f143c78328
556.0,Adrian Mariappa,405.0,382.0,356.0,356.0,f8f5ae0f-f5f3-4082-9cd1-8dc48b927e97
557.0,Will Keane,,,,,f16cbd17-5367-40ef-b373-4a77140ce5fb
558.0,Alfie Mawson,357.0,487.0,,,2de2093d-0089-4b28-bf4a-dd49fb55680d
559.0,Didier Ndong,618.0,,,,7ab6ed79-ebd3-4d08-b49e-cdb8a03b6b88
560.0,Jeff Hendrick,86.0,78.0,100.0,100.0,92c885b9-8fc5-4f35-8add-216f7ba4798b
561.0,Marcos Alonso,100.0,115.0,103.0,103.0,f7412ef9-885a-4d53-8b55-6f3713c14316
562.0,Bruno Martins Indi,513.0,,,,d6a93650-2b58-4457-bd04-59db23701f85
563.0,Adama Traoré,,500.0,417.0,417.0,39ba28d6-786f-4203-8a62-c0b9afed0602
564.0,Pau López Sabata,,,,,c1629cfb-6eb3-4087-b8a9-1305918f56d6
565.0,Georges-Kévin Nkoudou,392.0,497.0,,,23c2cc77-9e29-40ff-abec-434aee8b2b95
566.0,James Weir,,,,,a6a7117f-eca8-4529-a234-65f6d488f5b4
567.0,Islam Slimani,212.0,,,,aed302d1-3f00-4bee-8087-074a6de210a8
568.0,Álvaro Arbeloa,,,,,9376c2e9-95ff-4529-96a9-c3a8f6b2e0be
569.0,Dieumerci Mbokani,,,,,ad0844ee-d189-484d-a8c7-5856337bbc10
570.0,David Luiz Moreira Marinho,101.0,116.0,106.0,106.0,7a63576e-3d99-4a92-b094-795e8633faf3
571.0,Hal Robson-Kanu,436.0,,,,f71771db-1635-4300-a5ab-455d2c5dba33
572.0,Moussa Sissoko,393.0,369.0,349.0,349.0,0932e33c-fa64-401d-b011-0777d30901e4
573.0,Markus Henriksen,,,,,63adf18d-8538-4aff-80b1-6ba07c3131d9
574.0,Lee Grant,329.0,520.0,237.0,237.0,98301c47-62b0-4928-a6c7-ed8323591703
575.0,Victor Anichebe,,,,,58df4e3f-78c8-4f66-961b-a7159647aeb6
576.0,Mathieu Flamini,,,,,a0a548c0-20ee-4d7d-8097-e7cf483d1619
577.0,Michael Simões Domingues,,,,,578e35f4-ff95-4915-86cb-17146be4cef2
578.0,Aleix García Serrano,,,,,545f6f3f-67d9-4f1e-80bc-48a23aa07881
579.0,Jonathan Benteke,,,,,5407274b-747c-44cd-aa86-7f9af283a6a5
580.0,Ezekiel Fryers,,,,,fc8412e0-a2d2-4310-8e4e-e2ff3e64c5c0
581.0,Luke Dreher,,618.0,140.0,140.0,86a9980e-19a0-4ffb-8f39-b0b49dd3c30d
582.0,Oviemuno Ejaria,,,,,25070497-b4a1-4d46-834e-f9108434ed03
583.0,Ben Hamer,190.0,190.0,,,9b1793a8-9fdc-4ad0-b5a2-66fe094ded3c
584.0,Lloyd Isgrove,,,,,001f5be7-3216-4255-a2ae-7dd8deed189a
585.0,Ben Wynter,,,,,47df605d-cd17-4e64-9691-279aa78a3bd6
586.0,Jake Hesketh,,,,,dca6cd6c-439c-41bd-8faf-577a4edb5982
587.0,George Honeyman,,,,,0add77fb-23dd-4da6-b89e-30ee9193240f
588.0,Jeff Reine-Adelaide,,,,,8deeef1a-cfd8-4ac1-b7c3-2bc597a7de8c
589.0,Olufela Olomola,,,,,6dfd4789-38d9-4cd3-9e42-a0ccf1d763c1
590.0,Dominic Solanke,239.0,259.0,69.0,69.0,c51a952f-0164-4af0-a5c2-1aed18893659
591.0,Raphael Spiegel,,,,,d8c9ead9-981a-40eb-94ae-02a07a0a1b5f
592.0,Sam McQueen,314.0,334.0,,,2cfa8d72-27df-4df8-887f-2e925ba9a5b7
593.0,Ainsley Maitland-Niles,546.0,20.0,4.0,4.0,fb9f2788-4d0c-4f00-9491-952c646298f2
594.0,Kevin Long,80.0,73.0,88.0,88.0,ebce5296-1716-44b1-a917-b49f85ebd9ea
595.0,Dominic Calvert-Lewin,159.0,175.0,147.0,147.0,7a6987a4-b823-4da5-a33e-c37ec1ed24de
596.0,Mateusz Hewelt,,,,,9ae1375c-7ea1-433b-8aa9-4f83c46199bb
597.0,Stuart Taylor,506.0,,,,660b8265-d34d-48e7-b8e9-9cb09a164d24
598.0,Daniel James,,,243.0,243.0,ed410ded-9895-4554-bdf7-c7b1b0e85384
599.0,Thibaud Verlinden,,,,,b02f9cab-c5c3-475d-8bb1-16485cc12ff2
600.0,Ryan Allsop,,,,,e0a7494c-efc9-4a24-b11c-84aa5f869614
601.0,Alex Palmer,557.0,,,,3bbe9707-98e5-46ae-b69b-3b7f9ce1b920
602.0,Matthew James,,,,,93c4195e-1701-4c75-878b-f5e99a773fef
603.0,Ben Woodburn,233.0,,,,09d43052-33c9-4195-a73b-f9ce9fa69461
604.0,Joshua Sims,323.0,342.0,,,500ff3ab-bd82-4f22-bf91-1fca3c9c2b61
605.0,Andrew Eleftheriou,,,,,d6ee602c-0d08-46be-8a69-150cc9e6a235
606.0,Michael Phillips,,,,,4042e714-bdd9-48ef-8dd8-e87ccf6a8f4e
607.0,Oluwatosin Adarabioyo,586.0,,,,5377c845-30e0-4e90-ac36-ffd5f122e558
608.0,Alex Pike,,,,,06231136-f246-4711-9481-7ca50d4c7885
609.0,Marcus Browne,631.0,,,,7f051d77-fdd2-4781-a684-21c45780a60c
610.0,Domingos Quina,568.0,517.0,375.0,375.0,0ffb82fe-a4b0-4ea8-9950-9849e1af040b
611.0,Noor Husin,,,,,97034eb6-90ea-4b73-b088-bbff7fe4c560
612.0,Aaron Wan-Bissaka,579.0,145.0,122.0,122.0,8d68528a-9db1-4a8d-8aeb-95c2e59d1fa0
613.0,Josh Maja,,,,,3f053e8f-8fe7-4b16-bd57-3713cd339185
614.0,Rekeem Harper,507.0,,,,4fb03340-fb44-42a0-8e3d-656231f4b6bb
615.0,Ethan Robson,,,,,86f53a8d-36d8-4755-8e93-c43108284cdc
616.0,Jonjoe Kenny,145.0,161.0,,,0a2420d7-d8fb-4583-b0d6-39daa1acc14a
617.0,Elliot Embleton,,,,,a1419852-5f00-4e36-a1a1-60d8b083ca40
618.0,Declan Rice,510.0,406.0,395.0,395.0,4695278c-6e76-4d08-bf7a-3e8d57ee4962
619.0,Charlie Rowan,,,,,95fc4c86-60b8-4022-a17c-0a7111dbccd6
620.0,Michael Folivi,581.0,,,,bb249b11-76c8-4f2b-abbe-7c91dcd2db5d
621.0,Brandon Mason,406.0,,,,5bb2a9b2-c712-4793-b44b-a803854c07db
622.0,Carl Stewart,613.0,,,,d40ebf24-7821-4905-8d68-f82cab744b13
623.0,Harry Lewis,,,,,c72d705d-df35-4726-b3d5-b6d5eb3cce2c
624.0,Michael Ledger,,,,,128ebf33-3d25-4b84-87ce-32f620c08af3
625.0,Gabriel Fernando de Jesus,259.0,281.0,211.0,211.0,65d85697-df9c-4a2e-9edc-520ed6edc871
626.0,Joey Barton,,,,,a530f4dd-5d07-4ba3-ba4a-b9e81bd3d4bd
627.0,Ademola Lookman,157.0,170.0,155.0,155.0,b56ad803-4dfd-4dd2-88f2-0a94f1d44fb6
628.0,Wilfred Ndidi,206.0,227.0,176.0,176.0,39e11f1d-c182-453e-abf7-02b28a8e2563
629.0,Rudy Gestede,,,,,e7f4fab5-ecd2-458b-a27a-2eb5d3170ecf
630.0,Evandro Goebel,,,,,5380ceb4-d486-4fdb-99b3-d73d89025f2e
631.0,Joel Taylor,,,,,2d4fe783-ac70-40b4-8982-56afc58de0a1
632.0,Luciano Narsingh,369.0,,,,c75879fc-ede0-46bb-a6b6-bc380092c8b1
633.0,Martin Olsson,358.0,,,,01532814-c444-4fb0-b58b-ea8b3622f5ed
634.0,Omar Elabdellaoui,,,,,7c427813-0d08-4ab6-ba64-cefa7397496e
635.0,Joleon Lescott,,,,,698fcf3e-2872-4274-890e-c98d2bf4c4f8
636.0,Mauro Zárate,419.0,,,,d9c851f5-653d-49d5-abf5-553f96bbacac
637.0,M'Baye Niang,,,,,4558175f-e267-45f8-8b71-8dc7084cdb5b
638.0,Andrea Ranocchia,,,,,b9b57e43-5c91-4c93-aff5-9bb2793bfad8
639.0,Giedrius Arlauskis,,,,,c8496193-f923-45ea-81ec-964093645de0
640.0,Robbie Brady,87.0,79.0,98.0,98.0,f98f1a13-5c66-45ea-944a-56bfb2a91b99
641.0,Ashley Westwood,88.0,80.0,101.0,101.0,761f54ee-8007-4b33-8eb2-70b9ee139958
642.0,Jordan Ayew,373.0,505.0,,468.0,9d0ef1b9-7032-4a00-a706-e14f46292fe1
643.0,Manolo Gabbiadini,327.0,349.0,,,d3c142b4-ecd9-4f11-9c1e-8340d122ce83
644.0,Alfred N'Diaye,,,,,fd5f90e2-4b65-4120-ae34-35dd3d024335
645.0,Molla Wagué,197.0,,,,eb96b2ca-fb33-4866-ac55-9b1007b851d9
646.0,Luka Milivojevic,132.0,150.0,134.0,134.0,18f46aac-f4d0-4145-aca8-74642200c4b1
647.0,Kamil Grosicki,,,,,aa02ff1c-31b6-4448-929a-b4a78d83026b
648.0,Thomas Edwards,556.0,,,,dac51876-ea35-4810-8172-c6c8739e2ee2
649.0,Baily Cargill,,,,,68df3a3e-97be-49b6-a9ca-bde43ca42cd9
650.0,Mouez Hassen,,,,,b273d040-c9d1-4442-a602-7e333ea449fe
651.0,Daniel Agyei,,,,,fc388bb7-71a9-415b-9698-5ebbe244eba0
652.0,Martín Cáceres,,,,,f98ff2b9-ba76-4a70-87c7-ec018274168a
653.0,Harry Wilson,,,,,462c6193-59d0-4f62-9e31-3dfb70cb0242
654.0,Connor Roberts,598.0,,,,126c08e6-6723-47b8-99a8-faecbe0a2ee5
655.0,Matthew Willock,,,,,20f3df37-40c0-47f0-87a5-bd92f472c52c
656.0,Axel Tuanzebe,272.0,,,481.0,77d8c517-de5b-4155-bde0-b66f4229d476
657.0,Damian Emiliano Martinez,3.0,,,,28aca0f9-a9ce-4508-8280-7fd3acb4990c
658.0,Joe Williams,,,,,b5c09351-d455-4e89-850d-5b3463cc2540
659.0,Dion Pereira,,,,,48a11ac3-fb72-4124-8424-6bceee8aea6b
660.0,Matt Macey,559.0,,,,9d205cca-7dba-4944-9b83-d5d85f4d115b
661.0,James Husband,,,,,b4c37eaf-dcd9-4774-b793-5f9f4c04f79b
662.0,Joel Dinis Castro Pereira,262.0,,,,0787348f-8cc1-4d2d-bcbb-a10b5130dccd
663.0,Eduardo Dos Reis Carvalho,,,,,b3e4b317-67c8-4d19-99d5-783ff15cedb9
664.0,Moses Makasi,580.0,,,,22d4e6a5-eeff-40d6-b336-ba0d082cf0f2
665.0,Nathan Holland,,611.0,,,29f1d905-b315-4a34-b5c7-abb925284c1b
666.0,Rhian Brewster,,,,464.0,3b83c996-95e4-42c7-96af-3c95b6fa753c
667.0,Scott McTominay,283.0,303.0,248.0,248.0,12a1d8d9-6732-45aa-941e-d2c07c14164c
668.0,Angus Gunn,,452.0,319.0,319.0,27ce51d9-e793-44f5-a68d-e8f28b0be962
669.0,Demetri Mitchell,,,,,aabaa830-f7da-4f29-970e-0fbc58d553d5
670.0,Elliott Moore,,,,,5a429a8a-89be-4fe8-98e7-e990d41c86f8
671.0,Filip Lesniak,,,,,aaaf1f41-c8d1-4ae3-bad9-f5701b56f826
