2016-17,name,2017-18,2018-19,2019-20_x,2019-20_y,cross_season_id
109.0,Yannick Bolasie,147.0,165.0,,,88a8167e-7eaf-496d-b8fd-d4ea8093bd39
110.0,Jason Puncheon,125.0,146.0,,,350873a5-6336-4e26-baa6-1e5fb7591970
111.0,Wilfried Zaha,126.0,151.0,133.0,133.0,9c0d5d11-13fa-40f0-b27d-dabd19cd0fa4
112.0,Mile Jedinak,,,,,31613ce8-5593-4a27-851b-dbeb93c22aea
113.0,Joe Ledley,,,,,f9855607-1e2f-482a-ade3-b3a7476212b6
114.0,James McArthur,127.0,147.0,138.0,138.0,95278108-a2ec-4e3f-a8dc-c6f079d6a6c5
115.0,Jordon Mutch,552.0,,,,e4e3c562-5fa0-4ebe-b947-c4d523448dcd
116.0,Jonathan Williams,,,,,d05c83f3-b5f4-44c7-85ce-3b508ecf04f9
117.0,Chung-yong Lee,128.0,,,,1a41eee2-8c64-4860-b2c6-30bf975effc5
118.0,Yohan Cabaye,129.0,,,,a7f3fbe4-0abd-44a7-892a-c06a8b6382bb
119.0,Bakary Sako,130.0,148.0,,,1b8ec6bf-f8a1-481c-9ebc-bb91f79a6288
120.0,Andros Townsend,131.0,149.0,135.0,135.0,17772021-4d04-4230-9577-f3b5e45c76ea
121.0,Fraizer Campbell,,,,,407e66d8-5014-430a-8388-93dbd24239df
122.0,Connor Wickham,133.0,444.0,130.0,130.0,a8354f2b-4cae-4db8-b1e8-6dc469a377cf
123.0,Joel Robles,136.0,,,,196b475d-f442-4369-819c-e5720753ab16
124.0,Maarten Stekelenburg,137.0,155.0,149.0,149.0,137e01b3-9fa0-4f34-bdc0-72ec61fa16e3
125.0,Leighton Baines,138.0,156.0,145.0,145.0,de857046-3016-4492-8a8f-3edd89eeb1ae
126.0,Seamus Coleman,139.0,157.0,144.0,144.0,47de15b0-d9d9-4152-aa54-a3e0a32a87c0
127.0,Phil Jagielka,140.0,158.0,,444.0,0736d0fd-45b6-4b3a-94c4-7dc2a1a0811d
128.0,John Stones,242.0,262.0,207.0,207.0,2da069b7-1af9-4880-914c-d554b8265794
129.0,Brendan Galloway,,,,,87acdc70-690d-4c21-91d8-85277e981f55
130.0,Tyias Browning,,532.0,,,5de947ac-0bb0-4c98-b63d-5433340bc559
131.0,Matthew Pennington,141.0,,,,3d782b29-4a1d-4c9f-bca4-e72d73fc4338
132.0,Ramiro Funes Mori,142.0,,,,05f621cb-3784-4f1a-b92a-3c36bac28e1a
133.0,Kevin Mirallas,148.0,469.0,,,7a1e513f-c19e-402b-b843-3aceca55a9e9
134.0,Ross Barkley,149.0,127.0,117.0,117.0,638870c5-e12c-47f2-8735-43e1de0256f2
135.0,Tom Cleverley,408.0,388.0,371.0,371.0,e1eccec3-3ad1-4263-a209-9998268f4d26
136.0,James McCarthy,150.0,166.0,157.0,157.0,e21067fc-d0d3-4837-a09c-a1fcdccd65b9
137.0,Gareth Barry,151.0,,,,5454192b-e14e-46e3-b5a0-3ce0975a8bbe
138.0,Darron Gibson,,,,,f072708d-99a2-4590-a7fa-cee9fb5d2400
139.0,Muhamed Besic,152.0,,,,ef64ca67-8675-44d5-b06f-db4cd1b6ddd7
140.0,Bryan Oviedo,,,,,d9e2d3ae-82e0-4f8c-b39d-845c7cf2ae59
141.0,Gerard Deulofeu,609.0,394.0,363.0,363.0,1fd95883-7ead-4d58-a62f-1883b1fb37e5
142.0,Aaron Lennon,153.0,83.0,,430.0,9b7128b0-44bc-4da1-b0cc-e698f61e2e9e
143.0,Romelu Lukaku,285.0,306.0,232.0,232.0,51f61f5c-a291-42e9-b4ce-429015540278
144.0,Arouna Koné,,,,,fe135632-b4b7-4bac-b901-d9c60abf5c66
145.0,Oumar Niasse,548.0,176.0,,,2acd82e5-5552-4e9e-bb9b-bfb6da0d78e7
146.0,Allan McGregor,,,,,fa4eacde-c57e-46be-9b10-3dfc7d505d6e
147.0,Eldin Jakupovic,473.0,214.0,169.0,169.0,bb7431c9-8ccc-4bd6-b070-e9b1309687ec
148.0,Brian Lenihan,,,,,659be917-0650-411e-abaa-0a09ef754af3
149.0,Curtis Davies,,,,,632f5642-7621-46ca-8d56-6e8018c7322d
150.0,Michael Dawson,,,,,5f442bdc-42b3-4214-913b-a7d2c15fb301
151.0,Moses Odubajo,,,,,2662211d-1e35-4ea5-a484-748f72ceedf9
152.0,Andrew Robertson,475.0,247.0,181.0,181.0,d2f3f8b2-5cf3-4ba4-83d2-608fe2a189e4
153.0,Harry Maguire,198.0,220.0,160.0,160.0,f53a44de-244e-46d8-b77a-864c2173f6d1
154.0,Alex Bruce,,,,,95ff937d-dd17-4e78-a84f-b7b9992b2f55
155.0,Robert Snodgrass,448.0,489.0,393.0,393.0,75f51b79-fc36-43d4-8231-6e1a5a2757fa
156.0,Sam Clucas,519.0,,,,c69fda45-d96c-4abf-83d6-0b2b81d492ab
157.0,Jake Livermore,426.0,,,,7df88e51-fcec-46a0-b0d4-99e0404442ae
158.0,Ahmed Elmohamady,,,,,8ef35bd7-3387-4129-9f0d-096ca7dccc1e
159.0,Mohamed Diamé,298.0,319.0,,,5a2c933b-db2e-4b4a-8066-35e8614b7ad7
160.0,Tom Huddlestone,,,,,7a466b6d-8147-421f-9cbd-d3c48133f7b5
161.0,David Meyler,,,,,0885736b-0400-4ad8-a629-7b8cd5769169
162.0,Shaun Maloney,,,,,3820c942-f997-43f7-bdc7-943b285451cf
163.0,Abel Hernández,,,,,5d59f079-f1f3-42aa-be26-6bb0e72d7cb5
164.0,Adama Diomande,,,,,a32c37d0-dedd-4bba-8384-c79098dce324
165.0,Kasper Schmeichel,189.0,213.0,168.0,168.0,d920590a-3051-4a56-9297-647f5e4160cd
166.0,Ron-Robert Zieler,,,,,1eaa42a1-3841-468e-af8b-924caf89125c
167.0,Wes Morgan,191.0,215.0,165.0,165.0,1801031a-009a-4b1f-ac6e-e4b6baa0cd7e
168.0,Christian Fuchs,192.0,216.0,163.0,163.0,ff0351c9-3b1e-4134-9700-6a39a944953c
169.0,Jeffrey Schlupp,123.0,141.0,137.0,137.0,d3018fb9-87f7-4b77-beff-2af9c735581b
170.0,Marcin Wasilewski,,,,,9062ef6c-65d5-4446-91b8-7bde9ab0d1b8
171.0,Ritchie de Laet,,,,,7825f655-eda6-4621-b5bb-6a91ef97608b
172.0,Danny Simpson,193.0,217.0,,,2f745a35-0f5b-4951-bcc9-08dcd966f2f0
173.0,Robert Huth,194.0,,,,6b508bfa-1756-4b4b-b280-f0e1312fc93e
174.0,Yohan Benalouane,195.0,218.0,,,ad2af044-3995-4cb3-9740-24256adf8f45
175.0,Luis Hernández,,,,,e0898a94-78dc-4102-928d-6b7c47c51b8e
176.0,Riyad Mahrez,199.0,223.0,217.0,217.0,423f63c8-6073-47bc-a6f5-0d23aa4a640e
177.0,Marc Albrighton,200.0,224.0,174.0,174.0,8732c594-30a2-4357-9876-f38cab88bee5
178.0,Andy King,201.0,,,480.0,49489b49-0b39-4df8-aaa6-c984773c46d0
179.0,Daniel Drinkwater,202.0,128.0,120.0,120.0,ae4eb3f0-05b8-4b05-b295-626b63fd3ebc
180.0,Gökhan Inler,,,,,a7267ddb-9e56-4e69-b4e9-48e50ab2d264
181.0,Demarai Gray,203.0,225.0,175.0,175.0,c666dc79-c03e-477e-affb-ac9fc05eba70
182.0,Daniel Amartey,204.0,226.0,178.0,178.0,4c797f07-1a42-4b0c-a2f2-847d67559b48
183.0,Nampalys Mendy,205.0,527.0,179.0,179.0,e0f692ea-c1fc-4f4d-aa2c-41361571d31c
184.0,Jamie Vardy,209.0,234.0,166.0,166.0,d1f7e6a3-687c-4266-9a16-39c0ce976d49
185.0,Leonardo Ulloa,210.0,,,,3b4fab4a-158c-4f61-8a3c-960536ad73b8
186.0,Shinji Okazaki,211.0,235.0,,,c7633e64-2e72-4aa7-a8c7-168f6bfdbdff
187.0,Ahmed Musa,207.0,,,,647f502f-74c0-41dc-b4a3-81ae8daf8ecb
188.0,Simon Mignolet,213.0,237.0,190.0,190.0,dff3a512-464f-44a6-adb7-297190a3fdfe
189.0,Loris Karius,214.0,238.0,,,b9ee7aaa-2351-4152-90c0-75f1b13c15bd
190.0,Mamadou Sakho,221.0,143.0,125.0,125.0,a1ad7a5a-8117-4163-8fb0-89cb6709b174
191.0,Dejan Lovren,215.0,239.0,186.0,186.0,be3f489a-dd80-4995-b66b-3c4d1687f8a1
192.0,Alberto Moreno,216.0,240.0,,,8bb33db0-af2f-49b7-9d43-5f4d0fa7c65f
193.0,Nathaniel Clyne,217.0,241.0,,,e4833f48-0785-4083-8103-c623d6a66bd1
194.0,Jon Flanagan,514.0,,,,609b5195-b642-4e77-9381-b19790751566
195.0,Joseph Gomez,218.0,242.0,184.0,184.0,c62c393f-1a9b-4540-994c-4bf2a1f8b4f9
196.0,Connor Randall,,,,,f9a28f62-2b74-4d7c-b3fb-27a759cd6c96
197.0,Bradley Smith,37.0,,,,d3fa65d9-fce3-48ce-bfc1-9b4c9c2200d8
198.0,Kevin Stewart,,,,,4b37ae52-a9f3-4b97-8ca9-e9ce4743c3d4
199.0,Joel Matip,219.0,243.0,185.0,185.0,3d155a49-2330-4c08-b61d-1e7c53ce6c0e
200.0,Leiva Lucas,224.0,,,,0e5d85ae-c6f2-4c75-b1ce-11716090760a
201.0,Jordan Henderson,225.0,249.0,198.0,198.0,2941c08b-b660-4b76-a750-e467ab0d184f
202.0,Joe Allen,337.0,,,,741cf72e-e9b1-4c6d-9fd3-263e1912eb7d
203.0,Philippe Coutinho,226.0,,,,344463bd-e33a-47f8-8348-866cc4b6dc19
204.0,Emre Can,227.0,,,,b2483089-0656-4c60-9c6f-5c5e8cb697f0
205.0,Adam Lallana,228.0,250.0,195.0,195.0,42edfedb-1430-4b78-9c62-3fa17bdec068
206.0,Lazar Markovic,,594.0,,,19c8c465-5ad2-4674-adb2-d6cc1938dbc7
207.0,Oluwaseyi Ojo,229.0,,,,6366d5ea-6901-4f11-bcc0-f379af288552
208.0,James Milner,222.0,254.0,200.0,200.0,03397498-b366-4ca6-bfa1-fbbdcc72f954
209.0,Roberto Firmino,235.0,257.0,187.0,187.0,59b0daef-45f6-4816-8179-8dff63eaf9ca
210.0,Cameron Brannagan,,,,,a4b0b17c-f1e5-4a2c-b434-5573eccb39dc
211.0,Pedro Chirivella,,,,,dbee3140-9da5-4de2-9f68-d05863449831
212.0,Sadio Mané,230.0,251.0,192.0,192.0,0191e69e-52a9-4b7f-b878-dd901bcd8432
213.0,Christian Benteke,134.0,152.0,129.0,129.0,d70ab44d-a0b4-43e6-813a-f17e4e94dcfd
214.0,Daniel Sturridge,236.0,472.0,,,e9d7defe-f18a-408d-9366-5fb9332dbb2e
215.0,Mario Balotelli,,,,,02cd6242-3dfd-4438-b357-8d86a05b95d2
216.0,Danny Ings,237.0,258.0,313.0,313.0,f697bfb6-ba49-44c7-b604-ef713a812e25
217.0,Divock Origi,238.0,543.0,188.0,188.0,6c91e1e9-5b4d-4c24-be20-c3715b9d0295
218.0,Joe Hart,479.0,490.0,95.0,95.0,16cbc39d-981c-4957-b3c0-13b3a60fec25
219.0,Willy Caballero,96.0,112.0,112.0,112.0,b00b3891-6cc5-4871-a0d5-95821bdfafe6
220.0,Aleksandar Kolarov,243.0,,,,f3f8e1a6-2366-4451-acc2-9ec67b3a07c9
221.0,Pablo Zabaleta,447.0,405.0,379.0,379.0,37955789-8942-4c7e-bfe4-ffea055dfb59
222.0,Vincent Kompany,244.0,263.0,,,736f76ed-dc72-4862-a374-05e7bf6cbabe
223.0,Gaël Clichy,,,,,ed5abd37-e3b2-4e38-b45c-a4797075efa5
224.0,Bacary Sagna,,,,,d9f3bdf3-2877-4965-99f2-c84345b24489
225.0,Eliaquim Mangala,502.0,,,,09b8346e-9e05-490d-bce5-9fba5b5a29ed
226.0,Nicolás Otamendi,245.0,264.0,208.0,208.0,aad953e9-40cc-473b-a472-5a09d0477151
227.0,Fabian Delph,246.0,269.0,205.0,205.0,4093b70a-4ac7-42e4-9bd9-67cd4cdd6ff4
228.0,Raheem Sterling,247.0,270.0,214.0,214.0,6570bf22-6637-41ba-937e-3137b8053c2c
229.0,Samir Nasri,,569.0,,,d2127b4b-6b15-4111-ab2c-ea44b603d744
230.0,David Silva,248.0,271.0,219.0,219.0,9d261164-6de8-409f-baa9-b3e5f6915457
231.0,Gnegneri Yaya Touré,249.0,,,,f4f2ea27-0486-4457-b8d9-5da74161ea99
232.0,Jesús Navas,,,,,a9fc3ec6-6dac-44b9-8d4e-ee675d6fa685
233.0,Fernando Luiz Rosa,250.0,272.0,221.0,221.0,f777a7b0-9e61-4324-94a9-d7f5bfafbe5c
234.0,Fernando Francisco Reges,251.0,,,,3479a83d-6001-42ec-8e2c-6c952ced6264
235.0,Kevin De Bruyne,252.0,273.0,215.0,215.0,62a96f43-4266-4a02-b90c-30f5678b3721
236.0,Ilkay Gündogan,253.0,274.0,222.0,222.0,3a934868-ca01-4ce6-8505-bbf2add12200
237.0,Manuel Agudo Durán,254.0,,,,4735eb68-91ed-4753-a07c-f87a88bbc831
238.0,Oleksandr Zinchenko,551.0,279.0,206.0,206.0,f636f76b-e82d-4e08-8d14-5ee2af5af738
239.0,Sergio Agüero,257.0,280.0,210.0,210.0,b60adc3d-d368-45ca-b2db-a99a6897cb01
240.0,Wilfried Bony,542.0,,,,446bb4f9-34b9-4d8f-8ff6-01906915503b
241.0,Kelechi Iheanacho,258.0,236.0,167.0,167.0,f2f6335d-5094-4c8a-8d0e-d761ad9f4fc2
242.0,David de Gea,,282.0,235.0,235.0,e434aea6-aaee-4677-a2bc-3c0dd2369e98
243.0,Sergio Romero,261.0,283.0,236.0,236.0,9c81e534-c8a3-4e63-bf98-fd9cb4997a77
244.0,Chris Smalling,263.0,284.0,223.0,223.0,5db24555-45d9-4ba3-bb88-f2aa846c54cc
245.0,Phil Jones,264.0,285.0,231.0,231.0,9ecc617c-83cf-4157-9983-0274ca89d508
246.0,Guillermo Varela,,,,,5d551e80-8243-4c8a-82ec-52a6a8a9fb84
247.0,Luke Shaw,265.0,286.0,226.0,226.0,2f645276-e697-47d0-9779-c37a1918eabf
248.0,Marcos Rojo,266.0,287.0,227.0,227.0,97bb50d9-2878-414b-a245-03cbb4329bab
249.0,Patrick McNair,,,,,732e2a38-f27b-4248-a3a3-e17b1e2abbd1
250.0,Antonio Valencia,267.0,288.0,,,699b489c-19ff-4920-bbd4-dcbcd75d0a75
251.0,Matteo Darmian,268.0,289.0,230.0,230.0,f2a3083b-dd98-4a90-b341-614de967e322
252.0,Cameron Borthwick-Jackson,,,,,0690301b-7b3c-457d-8dec-93af9354b3e4
253.0,Timothy Fosu-Mensah,269.0,511.0,,,26fafbed-0d30-4adb-80d6-8d9d25b9d490
254.0,Daley Blind,270.0,290.0,,,d6bea378-ca09-4671-9321-32f1cfcf5a70
255.0,Eric Bailly,271.0,291.0,228.0,228.0,00c8058c-9bc8-47ca-bdf1-1763a68b7112
256.0,Juan Mata,274.0,297.0,242.0,242.0,0de2f612-879a-408f-9673-c94575bbe854
257.0,Marouane Fellaini,275.0,298.0,,,0fe2a34f-72e0-4f35-b666-7618b93ff7a5
258.0,Memphis Depay,,,,,58d8b527-4dd2-4db0-95ad-c99f63cba1d8
259.0,Michael Carrick,276.0,,,,cf86d487-8015-41ff-ad00-82531e349465
260.0,Ashley Young,277.0,293.0,224.0,224.0,26865246-c863-4b2a-a1a3-e3cbd9121746
261.0,Adnan Januzaj,,,,,4b5301d7-dba6-4ea1-9013-815b8b440d2d
262.0,Ander Herrera,278.0,299.0,,,aa904230-c30f-4d64-bd3c-f347e41c773a
263.0,Andreas Pereira,476.0,481.0,246.0,246.0,f02ee379-792e-4e57-96a7-0eb05d650f57
264.0,Morgan Schneiderlin,154.0,167.0,158.0,158.0,4ee37ce4-27c4-47d9-b220-b35dbb84eec6
265.0,Bastian Schweinsteiger,,,,,f9578034-8ae9-446e-86c3-34b0739d0426
266.0,Jesse Lingard,279.0,300.0,241.0,241.0,83d9c9ee-0984-462d-a7f0-fb19c4a8fe6f
267.0,Anthony Martial,280.0,301.0,239.0,239.0,8bca6e62-dd29-49f0-b112-a68353955d04
268.0,Henrikh Mkhitaryan,281.0,18.0,16.0,16.0,99ae1209-509a-4d63-9057-fa0d9a946584
269.0,Wayne Rooney,161.0,,,,b2abfb31-6551-48d8-9e61-10db4de0fda0
270.0,James Wilson,,,,,b8c236ee-e859-4fc5-8746-a780f728c955
271.0,Marcus Rashford,284.0,305.0,233.0,233.0,b3166ffc-ef0e-458d-9d75-a95af0967efd
272.0,Zlatan Ibrahimovic,523.0,,,,2a70b502-7360-4f80-86fe-969ea770f132
273.0,Dimitrios Konstantopoulos,,,,,5d1ecd21-d60e-4ba8-a07f-8c5eb8c64c1c
274.0,Víctor Valdés,,,,,46c39299-b29e-42a3-990b-a9d3e8949fc2
275.0,Daniel Ayala,,,,,315909d2-264a-479e-8e0a-5747bd812f35
276.0,George Friend,,,,,6c910ebd-2d96-409f-9d3d-30024ba5ee5f
277.0,Dael Fry,,,,,846a0a0a-a96d-4faa-81b9-0497edfd87fe
278.0,Ben Gibson,,491.0,89.0,89.0,03b5589a-8924-41ee-9ca5-be33b7b8049c
279.0,Emilio Nsue Lopez,,,,,43516b10-dcd4-4f9c-b144-7fdc0f7d14bb
280.0,Bernardo Espinosa Zúñiga,,,,,63eaca53-852e-4f5d-a303-4f7bb6b63393
281.0,Albert Adomah,,,,,c61dc5c2-f931-4e83-9938-57c11aeb86ab
282.0,Stewart Downing,,,,,2b77e555-1546-40a5-806c-97b6e16a7a44
283.0,Adam Clayton,,,,,95e89294-b1cd-4558-9987-0dd8a1fab5a6
284.0,Grant Leadbitter,,,,,c833c11a-25d7-4d17-9c47-b0f45c4d73f4
285.0,Adam Reach,,,,,a468d338-5860-48a8-a80e-1976f13575c2
286.0,Adam Forshaw,,,,,c9daf1f8-d91b-405a-b427-5c9317560c61
287.0,Carlos De Pena,,,,,75c05c58-03e6-4a27-b6de-7ec496b203bf
288.0,Julien de Sart,,,,,30954180-3cb5-41c8-a747-4101f34a9fa8
289.0,Viktor Fischer,,,,,9fd5c5e5-897c-4adb-bb77-db2b1f86125c
290.0,Marten de Roon,,,,,95770250-ca6e-403d-8f95-e5610b7d8fa9
291.0,David Nugent,,,,,b34de30f-e945-4e85-91a2-8da6c36cf663
292.0,Jordan Rhodes,,,,,ae03b422-353c-4bab-bc75-ae6a34f8136b
293.0,Cristhian Stuani,,,,,79b334b2-8289-4ce9-846b-6fc7c94fcb50
294.0,Fraser Forster,306.0,329.0,317.0,317.0,fc46feb6-a9d0-41e0-84db-554fa9cf36d7
295.0,Paulo Gazzaniga,565.0,536.0,341.0,341.0,a0dce008-e66d-4230-96b7-96b7ad6b9fab
296.0,Ryan Bertrand,307.0,330.0,305.0,305.0,ab55fba4-1cdf-44d8-9569-df3d5c09c629
297.0,Jose Fonte,440.0,,,,d044f698-bec0-47b1-9e2a-ce682c688477
298.0,Maya Yoshida,308.0,331.0,310.0,310.0,3fc33103-54fe-4a92-b9fb-3d89666dfa29
299.0,Matt Targett,309.0,479.0,309.0,309.0,f5b5fb97-f6f3-4b9d-8339-2080671a568f
300.0,Florin Gardos,,,,,e91f3a2b-f13a-4496-a64e-824e2d2756f4
301.0,Cédric Soares,310.0,332.0,,486.0,bfdec4be-ca4a-4dec-846e-e8d535478b1d
302.0,Cuco Martina,464.0,163.0,,,b1be8ced-0dac-4339-8f25-3be9f5db8b18
303.0,Virgil van Dijk,311.0,246.0,183.0,183.0,27b03d78-84fd-4133-8dee-56af42cb201b
304.0,Nathan Redmond,324.0,343.0,320.0,320.0,2557d888-94d8-46ce-9983-66ae07167bfd
305.0,Steven Davis,316.0,337.0,,,95bfb82a-ba64-495f-b546-56cb1cb79827
306.0,James Ward-Prowse,317.0,338.0,321.0,321.0,4068d055-973c-4a61-a0f3-1c519d93aed9
307.0,Harrison Reed,,,,,a9acfb8a-4986-4433-b3a9-4e0a5abfd2a6
308.0,Dusan Tadic,318.0,,,,f5914c40-e3a6-4b88-8da1-099fef36b5e4
309.0,Jordy Clasie,319.0,,,,0eab3a25-1b0d-4634-8d5a-3aea5d85b34c
310.0,Oriol Romeu Vidal,320.0,339.0,328.0,328.0,5eb7b446-5b4f-444a-bd85-a52ba7a0b50b
311.0,Jay Rodriguez,437.0,,,451.0,3aba9311-2a76-47ac-a7cb-bdf04dcc8c1a
312.0,Pierre-Emile Højbjerg,321.0,340.0,325.0,325.0,0a7ff981-ec9b-4668-91f8-818e5feaa900
313.0,Shane Long,325.0,347.0,315.0,315.0,2b9aefab-a4af-4e69-ab1c-bd165ff80101
314.0,Charlie Austin,326.0,348.0,312.0,312.0,af1f2d7c-792d-46df-bd25-eef8f99e2b03
315.0,Shay Given,,,,,620302fb-e861-43c9-b1fa-aee538ccc12f
316.0,Jack Butland,328.0,,,,a7893cf7-092b-48d9-ac09-0e9b1fd51a60
317.0,Jakob Haugaard,569.0,,,,ab221c77-f161-4d23-b430-c8469cf77615
318.0,Ryan Shawcross,330.0,,,,9fba94b4-6e04-4701-9e87-d3d8f976a9e7
319.0,Marc Wilson,,,,,06c5e07b-ec20-4d7b-baa6-9bdc5da0be39
320.0,Geoff Cameron,331.0,,,,92743762-3580-4cf2-a8f5-330b1aad546c
321.0,Erik Pieters,332.0,,,447.0,a86d9ad8-64fe-4f3a-ae02-6a6830d876f1
322.0,Marc Muniesa,333.0,,,,8dafad85-1067-42ab-98b4-95c92d065d38
323.0,Phil Bardsley,334.0,75.0,86.0,86.0,c88942a8-1902-4f7f-956e-24a51195235b
324.0,Philipp Wollscheid,,,,,32c0336b-eb1f-49d5-baee-29f124becfd2
325.0,Glen Johnson,335.0,,,,0cee36a0-a50f-4a4e-8c3c-71876a7e0ff4
326.0,Dionatan do Nascimento Teixeira,,,,,6b74c721-5d68-4b7e-bb7f-a6d67537d338
327.0,Stephen Ireland,590.0,,,,c9a4f761-ab67-4959-a9b3-e2bdc43ab8bc
328.0,Charlie Adam,338.0,,,,d682ca02-98da-4015-9c5f-222666f11b89
329.0,Glenn Whelan,339.0,,,,03e630bb-96df-41e0-881b-7a7a55df0d58
330.0,Jonathan Walters,89.0,81.0,,,679ff087-cc60-4464-a363-cfa79350cefe
331.0,Marko Arnautovic,340.0,417.0,385.0,385.0,5bb41bf6-50f3-4b5b-af98-152f5b80ae15
332.0,Ibrahim Afellay,341.0,,,,b0989b1a-71df-4113-8695-3ec4140c9675
333.0,Xherdan Shaqiri,342.0,462.0,194.0,194.0,82e7298a-e561-4a86-a14f-3b95cb73f904
334.0,Giannelli Imbula,343.0,,,,bfc48d15-892f-4e1a-b28c-d803a91f3309
335.0,Bojan Krkic,,,,,16833f77-70c1-4cae-b4df-a3755d335498
336.0,Peter Crouch,347.0,590.0,,,2c15e899-6077-48d3-b9fa-7be4ae66b3e2
337.0,Mame Biram Diouf,348.0,,,,c1ec8c2c-cdca-4d8d-9b41-cecdf2960634
338.0,Jose Luis Mato Sanmartín,488.0,327.0,261.0,261.0,de4f9df7-5e61-42b7-bb5d-e52bfc848715
339.0,Vito Mannone,,,,,c4ff87a8-17b1-4cd2-88a4-d8345a88448a
340.0,Jordan Pickford,135.0,154.0,148.0,148.0,bb2a59f7-ed2a-4174-a7bc-a51d5a43a517
341.0,Younes Kaboul,398.0,375.0,,,a320601c-f574-4cda-a56d-0f70b137d000
342.0,John O'Shea,,,,,1af2421f-8110-45d0-aedf-3a8933900e91
343.0,Billy Jones,,,,,057e214d-0688-4385-b97c-dcc1d8739432
344.0,Patrick van Aanholt,124.0,142.0,123.0,123.0,5f28c5fb-b740-425a-b9c7-fc09cf70ac53
345.0,Adam Matthews,,,,,0cf2078c-09d6-417c-b638-13e61d54db49
346.0,Lamine Koné,,,,,913d790d-9f1b-47a6-987d-6304130f9bf4
347.0,Jan Kirchhoff,,,,,5924b395-a8f0-4e54-a170-19238c728310
348.0,Lee Cattermole,,,,,4542a15c-7ee9-44d1-be73-090ecb400bac
349.0,Sebastian Larsson,,,,,7830d617-0403-4a97-807b-f88e175a60c0
350.0,Jack Rodwell,,,,,19d6aecc-724f-4aa7-a16e-21d8c88da3f4
351.0,Jeremain Lens,,,,,afccc18e-1e5c-4378-bb04-b3081616c7b0
352.0,Wahbi Khazri,,,,,8add60e5-cd8b-4ba5-88a2-4bc7affa427c
353.0,Duncan Watmore,,,,,b39b778e-8af9-4630-b436-3c6ae465f259
354.0,Fabio Borini,,,,,93f3f70c-21ee-4840-8c15-167a97d95cc2
355.0,Jermain Defoe,52.0,46.0,,,f6f5c6c1-1e68-4aab-875e-87a37e40b5a0
356.0,Lukasz Fabianski,350.0,400.0,388.0,388.0,2fb11e58-acde-487b-8414-ecef3fda063e
357.0,Kristoffer Nordfeldt,351.0,,,,d9891cdd-8226-4c7f-ba26-0dc4dba09a3a
358.0,Kyle Naughton,352.0,,,,aeecaadb-0b82-4685-9c35-c947019e6e19
359.0,Ashley Williams,143.0,159.0,,,b6c714be-9f23-4b3d-8d02-e0fb1835aae5
360.0,Neil Taylor,,,24.0,24.0,f93b97ee-7a0f-4f89-a9b5-a04bec3e11a8
361.0,Angel Rangel,353.0,,,,3d75b3d8-ed79-471d-b815-9b7ec7d4dde5
362.0,Jordi Amat,,,,,1f900824-ff5d-47fa-8102-8fabe5fe3ab1
363.0,Federico Fernández,354.0,516.0,254.0,254.0,78f5859d-9d67-489e-b3a4-8129abcc7887
364.0,Franck Tabanou,,,,,8a98a789-e8d8-41f4-b123-f45d67753639
365.0,Stephen Kingsley,355.0,,,,03247082-4f0b-4e90-b46f-fc4698de3471
366.0,Mike van der Hoorn,356.0,,,,4661c118-7a2f-4827-a70b-58d53e277acc
367.0,Jack Cork,90.0,82.0,102.0,102.0,2a14a233-fee8-4d73-a2d1-c57b34665acb
368.0,Gylfi Sigurdsson,359.0,172.0,151.0,151.0,f6252036-9855-4cc1-9b0a-f2a100cf9b0d
369.0,Wayne Routledge,360.0,,,,ff909b74-4932-4a37-9a3d-da1c93036ab7
370.0,Leon Britton,361.0,,,,7856568c-0899-41cd-8b6a-7e6feb0c3404
371.0,Jay Fulton,362.0,,,,1d8de27a-1050-4adf-93e1-b17012aba5f1
372.0,Sung-yueng Ki,363.0,324.0,268.0,268.0,acfe6baf-41fe-4a3c-8786-24a3ceb90f00
373.0,Jefferson Montero,364.0,,,,686c7b1b-8677-42fc-88f3-2c56583dcc3b
374.0,André Ayew,449.0,,,,68218d6d-b46e-4510-b1f9-4cd19921dbf6
375.0,Leroy Fer,365.0,,,,0e5c6af5-315c-4836-a113-48488ec7c03b
376.0,Nathan Dyer,366.0,,,,6a02b4b7-0edc-48dc-8731-141f336c0a98
377.0,Bafétimbi Gomis,,,,,24779eea-2782-479a-b913-3a8a21235506
378.0,Marvin Emnes,,,,,b9494627-7e54-486a-9cb7-d44e649a3d9e
379.0,Modou Barrow,368.0,,,,ddb040cf-f705-42fd-9e38-3161e48a72cc
380.0,Hugo Lloris,375.0,351.0,340.0,340.0,c2b1d196-ea15-4c21-81c9-43d5f60fc749
381.0,Michel Vorm,376.0,352.0,,,3e3c92d7-9fb8-4e51-97b1-3795c4af5225
382.0,Toby Alderweireld,377.0,353.0,331.0,331.0,a2c2d942-9d0c-4b0e-85e6-2670e930f31e
383.0,Danny Rose,378.0,354.0,332.0,332.0,e0f3c3b7-6fee-4fdf-b937-b9d1ca669841
384.0,Kyle Walker,379.0,265.0,203.0,203.0,f1c8161f-b7b0-4c0a-a547-0034dea59204
385.0,Jan Vertonghen,380.0,355.0,330.0,330.0,b5a75b09-c4d1-4cea-b343-158ce170da1d
386.0,Ben Davies,381.0,356.0,329.0,329.0,96172892-678c-4c4f-ad9e-4330dfe90a73
