assists,bonus,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,dreamteam_count,ea_index,element_type,ep_next,ep_this,event_points,first_name,form,goals_conceded,goals_scored,ict_index,id,in_dreamteam,influence,loaned_in,loaned_out,loans_in,loans_out,minutes,news,now_cost,own_goals,penalties_missed,penalties_saved,photo,points_per_game,red_cards,saves,second_name,selected_by_percent,special,squad_number,status,team,team_code,threat,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards,year,Season,news_added,"year, id",uuid,position
1,8,469,None,None,7,80447,0,0,0,0,62.8,1,152.0,2,4.2,0.5,2,Maya,0.0,32,1,87.5,298,False,532.6,0.0,0.0,0.0,0.0,2070,,45,0,0,0,80447.jpg,3.4,0,0,Yoshida,5.9,False,3,a,13,20,277.0,78,303257,0,63196,0,0.0,17.3,Yoshida,2,2016,2016-17,,"(2016, 298)",dbd3d2f3-eb78-4e3e-85c1-782077600fdf,DEF
0,0,80,100,100,1,169359,0,0,-4,4,87.9,0,169.0,2,1.5,0.5,0,Matt,0.0,4,0,16.5,299,False,64.6,0.0,0.0,0.0,0.0,373,,41,0,0,0,169359.jpg,2.4,0,0,Targett,0.2,False,33,a,13,20,12.0,12,14063,0,37697,0,0.0,2.9,Targett,0,2016,2016-17,,"(2016, 299)",8c28788f-2664-4347-a38d-2b2b46a80d55,DEF
0,0,0,100,100,0,84395,0,0,0,0,0.0,0,0.0,2,0.5,0.5,0,Florin,0.0,0,0,0.0,300,False,0.0,0.0,0.0,0.0,0.0,0,,40,0,0,0,84395.jpg,0.0,0,0,Gardos,0.1,False,5,a,13,20,0.0,0,5903,0,6030,0,0.0,0.0,Gardos,0,2016,2016-17,,"(2016, 300)",edff862a-af60-42e7-a761-08b2ab19e500,DEF
3,11,584,100,75,11,58822,0,0,-1,1,648.9,1,320.0,2,2.8,0.4,2,Cédric,0.0,36,0,139.6,301,False,591.0,0.0,0.0,0.0,0.0,2515,,49,0,0,0,58822.jpg,3.4,0,0,Soares,2.7,False,2,a,13,20,155.0,102,248138,0,186986,0,0.0,20.8,Cédric,7,2016,2016-17,,"(2016, 301)",c2974cb5-f86f-4c6e-b8b3-a8b77266d10b,DEF
0,5,140,None,None,3,56192,0,0,-2,2,114.7,0,203.0,2,0.5,0.5,0,Cuco,0.0,6,0,22.7,302,False,94.2,0.0,0.0,0.0,0.0,592,,43,0,0,0,56192.jpg,3.4,0,0,Martina,0.4,False,15,a,13,20,20.0,31,62022,0,56025,0,0.0,7.2,Martina,0,2016,2016-17,,"(2016, 302)",89a921be-1ed3-4e23-b05b-935908bebd5d,DEF
0,14,435,75,0,7,97032,0,0,1,-1,81.1,3,452.0,2,0.0,0.0,0,Virgil,0.0,23,1,86.0,303,False,546.2,0.0,0.0,0.0,0.0,1852,Ankle injury - 75% chance of playing,56,0,0,0,97032.jpg,3.6,1,0,van Dijk,5.3,False,17,d,13,20,232.0,75,420817,0,723277,0,0.0,13.4,van Dijk,3,2016,2016-17,,"(2016, 303)",325b053d-5ae2-4bcf-996e-3fe4b9c361cc,DEF
1,13,483,100,100,12,83283,0,0,-1,1,880.3,1,379.0,3,3.3,0.5,2,Nathan,0.0,40,7,243.8,304,False,545.6,0.0,0.0,0.0,0.0,2898,,59,0,0,0,83283.jpg,3.4,1,0,Redmond,7.4,False,22,a,13,20,1021.0,126,776141,0,757432,0,0.0,21.4,Redmond,2,2016,2016-17,,"(2016, 304)",36064852-b0d8-45ee-9982-da9ab0c5bd5d,MID
3,0,450,100,100,10,17339,0,0,-4,4,573.0,0,535.0,3,2.8,0.5,2,Steven,0.0,37,0,138.9,305,False,437.6,0.0,0.0,0.0,0.0,2643,,51,0,0,0,17339.jpg,2.4,0,0,Davis,0.5,False,8,a,13,20,379.0,77,9571,0,41871,0,0.0,15.1,Davis,3,2016,2016-17,,"(2016, 305)",27162ef3-0b0c-4ac6-bc14-1c0542d77708,MID
4,5,377,100,100,9,101178,0,0,-5,5,729.1,1,266.0,3,1.8,0.5,2,James,0.0,26,4,160.7,306,False,427.4,0.0,0.0,0.0,0.0,1883,,50,0,0,0,101178.jpg,3.1,0,0,Ward-Prowse,1.4,False,16,a,13,20,448.0,92,112243,0,63909,0,0.0,18.4,Ward-Prowse,4,2016,2016-17,,"(2016, 306)",938a0590-e703-4bd8-b636-3395e3f8acc1,MID
0,0,16,100,100,0,153366,0,0,-2,2,1.4,0,1.0,3,0.5,0.5,0,Harrison,0.0,1,0,1.3,307,False,11.0,0.0,0.0,0.0,0.0,64,,43,0,0,0,153366.jpg,1.0,0,0,Reed,0.1,False,18,a,13,20,0.0,3,2088,0,3073,0,0.0,0.7,Reed,0,2016,2016-17,,"(2016, 307)",74c5f60e-cf1e-4473-8ddb-f1f3df51c1e2,MID
7,4,376,100,100,13,62399,0,0,-6,6,1144.1,1,564.0,3,2.2,0.5,2,Dusan,0.0,29,3,242.0,308,False,455.4,0.0,0.0,0.0,0.0,2411,,69,0,1,0,62399.jpg,3.3,0,0,Tadic,2.0,False,11,a,13,20,819.0,108,163774,0,285911,0,0.0,15.7,Tadic,4,2016,2016-17,,"(2016, 308)",21ee648c-9cff-4894-aff8-ec195bba4a79,MID
1,3,157,100,100,2,85654,0,0,-4,4,129.1,1,183.0,3,0.8,0.5,0,Jordy,0.0,15,1,33.3,309,False,122.4,0.0,0.0,0.0,0.0,1022,,46,0,0,0,85654.jpg,2.4,0,0,Clasie,0.1,False,4,a,13,20,94.0,38,4187,0,5616,0,0.0,8.3,Clasie,3,2016,2016-17,,"(2016, 309)",4efb1a60-3275-4f01-8fcc-4cb1a47b85ca,MID
0,4,566,100,100,13,78056,0,0,-1,1,280.5,0,239.0,3,3.7,0.5,2,Oriol,0.0,42,1,110.7,310,False,585.6,0.0,0.0,0.0,0.0,3071,,44,0,0,0,78056.jpg,2.3,0,0,Romeu Vidal,0.8,False,14,a,13,20,240.0,80,67943,0,45249,0,0.0,18.2,Oriol Romeu,11,2016,2016-17,,"(2016, 310)",4347e589-ea8b-4eb1-b3a9-7d489ff05672,MID
2,8,170,100,100,3,44683,0,0,-6,6,132.8,1,56.0,3,3.3,0.5,0,Jay,0.0,15,5,89.4,311,False,255.2,0.0,0.0,0.0,0.0,893,,59,0,0,0,44683.jpg,3.0,0,0,Rodriguez,0.3,False,9,a,13,20,507.0,73,56513,0,64349,0,0.0,12.4,Rodriguez,0,2016,2016-17,,"(2016, 311)",b4e9d38c-4521-4820-9256-9f73a9d4f0b7,MID
0,0,232,100,100,6,132015,0,0,-3,3,305.0,0,0.0,3,0.8,0.5,0,Pierre-Emile,0.0,16,0,74.1,312,False,222.0,0.0,0.0,0.0,0.0,1300,,42,0,0,0,132015.jpg,1.7,0,0,Højbjerg,1.6,False,23,a,13,20,216.0,38,116439,0,163812,0,0.0,9.0,Højbjerg,2,2016,2016-17,,"(2016, 312)",e5a50ccf-1317-4603-96ad-d6c89255f7c2,MID
2,2,159,75,0,2,20452,0,0,-4,4,231.6,0,435.0,4,0.0,0.0,0,Shane,0.0,23,3,100.1,313,False,201.6,0.0,0.0,0.0,0.0,1262,Foot injury - 75% chance of playing,61,0,1,0,20452.jpg,1.8,0,0,Long,3.0,False,7,d,13,20,584.0,57,118295,0,506570,0,0.0,9.3,Long,2,2016,2016-17,,"(2016, 313)",c1862db5-f64e-4b93-85cc-053fd03a8a83,FWD
1,10,218,100,100,6,78356,0,0,-2,2,134.3,1,32.0,4,0.7,0.5,2,Charlie,0.0,8,6,97.9,314,False,274.2,0.0,0.0,0.0,0.0,934,,63,0,0,0,78356.jpg,4.1,0,0,Austin,1.8,False,10,a,13,20,573.0,62,871921,0,901567,0,0.0,9.8,Austin,1,2016,2016-17,,"(2016, 314)",e8e61640-3ceb-4f87-b8f2-668ccb2644d4,FWD
0,3,92,None,None,0,1822,0,0,-3,3,0.0,1,24.0,1,-0.5,-0.5,0,Shay,0.0,14,0,14.4,315,False,144.8,0.0,0.0,0.0,0.0,450,,42,1,0,1,1822.jpg,2.6,0,18,Given,0.4,False,24,a,14,110,0.0,13,20683,0,25611,0,0.0,3.1,Given,1,2016,2016-17,,"(2016, 315)",bdf3ff29-d121-4c2d-9866-42ea6b4df760,GK
0,2,104,100,100,2,105666,0,0,-5,5,0.0,1,341.0,1,2.0,-0.5,10,Jack,0.0,8,0,12.2,316,False,121.8,0.0,0.0,0.0,0.0,450,,45,0,0,0,105666.jpg,4.0,0,17,Butland,0.9,False,1,a,14,110,0.0,20,11577,0,149322,0,0.0,4.4,Butland,0,2016,2016-17,,"(2016, 316)",63f3a840-ece2-44df-9ac3-7165e7faacb0,GK
0,0,0,0,0,0,112316,0,0,-2,2,0.0,0,31.0,1,0.0,0.0,0,Jakob,0.0,0,0,0.0,317,False,0.0,0.0,0.0,0.0,0.0,0,Loaned to Wigan Athletic ,43,0,0,0,112316.jpg,0.0,0,0,Haugaard,0.1,False,29,u,14,110,0.0,0,291,0,3586,0,0.0,0.0,Haugaard,0,2016,2016-17,,"(2016, 317)",d5dae31d-72d5-4327-8f85-cd66cc8340d3,GK
2,6,549,100,100,9,37869,0,0,-1,1,65.3,2,176.0,2,1.0,-0.5,6,Ryan,0.0,53,1,119.3,318,False,732.2,0.0,0.0,0.0,0.0,3150,,49,2,0,0,37869.jpg,2.7,0,0,Shawcross,1.7,False,17,a,14,110,395.0,94,92207,0,113470,0,0.0,19.2,Shawcross,6,2016,2016-17,,"(2016, 318)",e82f44ca-db79-4cc4-8dce-fbec9e5cf86c,DEF
0,0,29,100,100,0,32318,0,0,-2,2,34.5,0,14.0,2,0.0,0.0,0,Marc,0.0,7,0,10.3,319,False,63.0,0.0,0.0,0.0,0.0,255,,38,0,0,0,32318.jpg,0.0,0,0,Wilson,2.3,False,12,a,19,35,5.0,0,122886,0,98770,0,0.0,0.0,Marc Wilson,3,2016,2016-17,,"(2016, 319)",36cfc665-5cdc-47f9-bef8-a53571b7ff96,DEF
1,5,340,100,100,6,50089,0,0,-3,3,165.0,1,293.0,2,1.5,-0.5,12,Geoff,0.0,25,0,69.6,320,False,354.4,0.0,0.0,0.0,0.0,1629,,42,0,0,0,50089.jpg,3.1,0,0,Cameron,0.4,False,20,a,14,110,174.0,58,30947,0,30942,0,0.0,13.8,Cameron,1,2016,2016-17,,"(2016, 320)",b83d7a23-9b65-4d0d-b6d6-9e54caf27ccd,DEF
2,9,614,100,100,10,39487,0,0,1,-1,353.8,1,388.0,2,0.0,-0.5,6,Erik,0.0,50,0,107.1,321,False,583.2,0.0,0.0,0.0,0.0,3151,,46,0,0,0,39487.jpg,2.9,0,0,Pieters,6.7,False,3,a,14,110,130.0,103,477400,0,389505,0,0.0,22.4,Pieters,5,2016,2016-17,,"(2016, 321)",c7afd950-fd36-4848-b0a1-5587a29c372f,DEF
0,3,153,100,100,3,61595,0,0,-5,5,59.7,1,111.0,2,1.0,-0.5,1,Marc,0.0,7,1,28.2,322,False,172.4,0.0,0.0,0.0,0.0,650,,40,0,0,0,61595.jpg,3.4,0,0,Muniesa,0.8,False,5,a,14,110,50.0,34,73817,0,51802,0,0.0,8.5,Muniesa,2,2016,2016-17,,"(2016, 322)",874ba061-67dd-4b5c-91d1-bf8089f5a887,DEF
0,0,174,100,100,3,17997,0,0,-3,3,146.7,0,107.0,2,-0.5,-0.5,0,Phil,0.0,17,0,35.4,323,False,155.0,0.0,0.0,0.0,0.0,1168,,42,0,0,0,17997.jpg,1.8,1,0,Bardsley,0.1,False,2,a,14,110,51.0,27,9225,0,11939,0,0.0,6.4,Bardsley,4,2016,2016-17,,"(2016, 323)",0dbee6ef-fdb0-4aaa-9e92-db63e75957d2,DEF
0,0,23,0,0,0,69960,0,0,0,0,3.4,0,330.0,2,0.0,0.0,0,Philipp,0.0,5,0,5.0,324,False,36.4,0.0,0.0,0.0,0.0,180,Joined Wolfsburg in season-long loan deal,45,0,0,0,69960.jpg,0.5,0,0,Wollscheid,0.2,False,26,u,14,110,10.0,1,851,0,43812,0,0.0,0.2,Wollscheid,1,2016,2016-17,,"(2016, 324)",8fa18562-b8b8-4881-bdc3-104ed3fb466c,DEF
0,3,376,100,100,6,9047,0,0,-3,3,176.1,0,324.0,2,1.5,-0.5,0,Glen,0.0,34,0,62.8,325,False,350.0,0.0,0.0,0.0,0.0,1957,,47,0,0,0,9047.jpg,2.4,0,0,Johnson,0.1,False,8,a,14,110,101.0,56,14530,0,20288,0,0.0,11.9,Johnson,1,2016,2016-17,,"(2016, 325)",bf244389-3ddd-4ce3-877b-c5d46ff33dc7,DEF
0,0,0,0,0,0,155706,0,0,0,0,0.0,0,12.0,2,0.0,0.0,0,Dionatan do Nascimento,0.0,0,0,0.0,326,False,0.0,0.0,0.0,0.0,0.0,0,Omitted from 25 man squad,40,0,0,0,155706.jpg,0.0,0,0,Teixeira,0.4,False,23,u,14,110,0.0,0,3510,0,33839,0,0.0,0.0,Teixeira,0,2016,2016-17,,"(2016, 326)",4297e3d2-a6c2-45be-911b-41f1063fada9,DEF
0,0,0,75,0,0,20481,0,0,-1,1,0.0,0,18.0,3,0.0,0.0,0,Stephen,0.0,0,0,0.0,327,False,0.0,0.0,0.0,0.0,0.0,0,Broken Leg - 75% chance of playing,44,0,0,0,20481.jpg,0.0,0,0,Ireland,0.0,False,7,d,14,110,0.0,0,597,0,671,0,0.0,0.0,Ireland,0,2016,2016-17,,"(2016, 327)",b20bdc96-ff25-4bca-9c1b-77cfa915f1b8,MID
4,5,218,100,100,6,20208,0,0,-4,4,477.6,1,109.0,3,-0.2,-0.5,0,Charlie,0.0,23,1,106.7,328,False,263.4,0.0,0.0,0.0,0.0,1491,,46,0,0,0,20208.jpg,2.5,0,0,Adam,0.3,False,16,a,14,110,328.0,59,60731,0,54573,0,0.0,12.8,Adam,7,2016,2016-17,,"(2016, 328)",061c1e86-9371-478a-815f-5c5c92c9310e,MID
1,3,380,100,100,7,12150,0,0,-3,3,336.6,0,432.0,3,1.3,-0.5,2,Glenn,0.0,40,0,77.0,329,False,392.6,0.0,0.0,0.0,0.0,2276,,42,1,0,0,12150.jpg,2.1,0,0,Whelan,0.7,False,6,a,14,110,41.0,62,42775,0,53972,0,0.0,14.8,Whelan,5,2016,2016-17,,"(2016, 329)",c36a1c12-a4db-4147-b8f7-6226bb37dcb5,MID
3,3,195,100,100,6,12813,0,0,-7,7,198.7,0,312.0,3,-0.2,-0.5,1,Jonathan,0.0,22,4,98.0,330,False,294.0,0.0,0.0,0.0,0.0,1304,,53,0,0,0,12813.jpg,3.1,0,0,Walters,0.1,False,19,a,14,110,487.0,72,12131,0,17650,0,0.0,13.6,Walters,1,2016,2016-17,,"(2016, 330)",655a8fa8-6dd3-4eae-adc2-4c10ba14da90,MID
7,8,401,100,75,9,41464,0,0,-4,4,768.7,3,528.0,3,2.6,-0.4,0,Marko,0.0,43,6,216.2,331,False,530.4,0.0,0.0,0.0,0.0,2713,,71,0,1,0,41464.jpg,3.7,1,0,Arnautovic,1.0,False,10,a,14,110,861.0,117,108677,0,150112,0,0.0,16.5,Arnautovic,9,2016,2016-17,,"(2016, 331)",a0c35957-9b1c-4ada-8cd4-89b3d3e761ea,MID
0,0,63,75,0,0,19568,0,0,-1,1,55.2,0,270.0,3,0.0,0.0,0,Ibrahim,0.0,5,0,14.8,332,False,32.0,0.0,0.0,0.0,0.0,384,Knee injury - 75% chance of playing,54,0,0,0,19568.jpg,1.3,0,0,Afellay,0.0,False,14,d,14,110,63.0,15,1183,0,1415,0,0.0,2.8,Afellay,0,2016,2016-17,,"(2016, 332)",78516b03-881d-4477-a203-58cab196e83b,MID
2,8,275,100,100,8,68312,0,0,-5,5,672.9,2,302.0,3,1.8,-0.5,2,Xherdan,0.0,21,4,141.6,333,False,293.6,0.0,0.0,0.0,0.0,1699,,60,0,0,0,68312.jpg,3.8,0,0,Shaqiri,3.0,False,22,a,14,110,453.0,80,263949,0,488455,0,0.0,13.3,Shaqiri,2,2016,2016-17,,"(2016, 333)",030c039c-a392-4112-83af-009a9b231dca,MID
1,1,126,None,None,2,102738,0,0,-5,5,111.3,0,194.0,3,-0.5,-0.5,0,Giannelli,0.0,20,0,22.0,334,False,65.0,0.0,0.0,0.0,0.0,796,,45,1,0,0,102738.jpg,2.0,0,0,Imbula,0.1,False,21,a,14,110,44.0,24,5576,0,14165,0,0.0,5.3,Imbula,1,2016,2016-17,,"(2016, 334)",08cd4aca-8087-44c9-be6e-5739b43d656a,MID
0,4,93,0,0,0,40276,0,0,-5,5,84.5,0,360.0,3,0.0,0.0,0,Bojan,0.0,12,3,32.1,335,False,125.4,0.0,0.0,0.0,0.0,475,Joined German side Mainz on loan from 29/1 till the end of the season,55,0,1,0,40276.jpg,3.3,0,0,Krkic,0.7,False,27,u,14,110,114.0,30,46643,0,110043,0,0.0,5.5,Bojan,1,2016,2016-17,,"(2016, 335)",c665a76c-2221-4f2a-8607-ffc4def9d540,MID
3,7,262,100,100,4,3773,0,0,-6,6,260.9,2,47.0,4,1.0,-0.5,7,Peter,0.0,23,7,126.8,336,False,346.6,0.0,0.0,0.0,0.0,1343,,44,0,0,0,3773.jpg,2.9,0,0,Crouch,3.4,False,25,a,14,110,664.0,79,458215,0,365345,0,0.0,18.0,Crouch,3,2016,2016-17,,"(2016, 336)",f592153b-ba1b-4879-a30e-ac08ad21d59d,FWD
2,2,190,100,100,5,61858,0,0,-3,3,148.6,0,245.0,4,2.3,-0.5,2,Mame Biram,0.0,26,1,68.4,337,False,198.0,0.0,0.0,0.0,0.0,1385,,57,0,0,0,61858.jpg,1.9,0,0,Diouf,0.3,False,18,a,14,110,340.0,51,19376,0,36207,0,0.0,8.9,Diouf,3,2016,2016-17,,"(2016, 337)",b049fc51-8439-44a4-b58c-1d6d92f36b89,FWD
0,0,0,0,0,0,61316,0,0,-2,2,0.0,0,246.0,4,0.0,0.0,0,Jose Luis,0.0,0,0,0.0,338,False,0.0,0.0,0.0,0.0,0.0,0,Joined Deportivo la Coruna in season-long loan deal,53,0,0,0,61316.jpg,0.0,0,0,Mato Sanmartín,0.1,False,9,u,14,110,0.0,0,732,0,6797,0,0.0,0.0,Joselu,0,2016,2016-17,,"(2016, 338)",9d2cee8e-60bd-466a-af0f-07a2d27169d1,FWD
0,6,187,100,100,2,20487,0,0,-5,5,0.0,1,210.0,1,-1.5,-1.5,0,Vito,0.0,19,0,24.8,339,False,247.0,0.0,0.0,0.0,0.0,810,,40,0,0,0,20487.jpg,3.8,0,41,Mannone,0.6,False,1,a,15,56,0.0,34,35846,0,55663,0,0.0,8.5,Mannone,0,2016,2016-17,,"(2016, 339)",1dfa5181-cc18-4e71-9bb0-df6a43e608ec,GK
0,9,608,100,100,4,111234,0,0,2,-2,40.0,3,18.0,1,2.5,-1.5,1,Jordan,0.0,50,0,97.4,340,False,933.0,0.0,0.0,0.0,0.0,2610,,42,0,0,0,111234.jpg,3.5,0,135,Pickford,11.0,False,13,a,15,56,0.0,102,563596,0,454041,0,0.0,24.3,Pickford,0,2016,2016-17,,"(2016, 340)",a8b7bb6f-0856-4014-a66a-3fc7ecc14827,GK
0,1,342,75,0,4,37742,0,0,-2,2,31.5,0,231.0,2,0.0,0.0,0,Younes,0.0,36,2,71.8,341,False,443.2,0.0,0.0,0.0,0.0,1910,Hamstring injury - 75% chance of playing,43,0,0,0,37742.jpg,2.5,0,0,Kaboul,0.6,False,4,d,18,57,243.0,57,61802,0,68404,0,0.0,13.3,Kaboul,2,2016,2016-17,,"(2016, 341)",777fa4c3-51fc-4b5b-a96c-4acdc8152049,DEF
1,3,335,100,100,3,3736,0,0,-1,1,21.3,0,193.0,2,1.3,-1.5,0,John,0.0,42,0,57.0,342,False,453.4,0.0,0.0,0.0,0.0,2158,,44,0,0,0,3736.jpg,1.7,0,0,O'Shea,0.4,False,16,a,15,56,98.0,47,8601,0,21686,0,0.0,10.7,O'Shea,5,2016,2016-17,,"(2016, 342)",92ebc0b2-12cf-4821-8924-ba651dc60d8f,DEF
0,6,368,100,100,5,11467,0,0,-1,1,387.5,1,211.0,2,2.1,-1.5,-1,Billy,0.0,49,1,113.5,343,False,476.8,0.0,0.0,0.0,0.0,2270,,44,0,0,0,11467.jpg,2.1,0,0,Jones,0.1,False,2,a,15,56,270.0,56,7405,0,4082,0,0.0,12.7,Jones,8,2016,2016-17,,"(2016, 343)",db04fdcb-4191-4974-9b80-1f1cc2c15f3d,DEF
1,9,534,100,100,5,74230,0,0,-1,1,534.2,4,369.0,2,0.6,-1.0,1,Patrick,0.0,53,5,153.5,344,False,616.0,0.0,0.0,0.0,0.0,2498,,49,0,0,0,74230.jpg,3.1,0,0,van Aanholt,3.6,False,3,a,5,31,383.0,98,284385,0,364735,0,0.0,20.0,van Aanholt,3,2016,2016-17,,"(2016, 344)",adf6fc69-d956-4ff4-83cd-93a291aa1810,DEF
0,0,0,0,0,0,60794,0,0,0,0,0.0,0,4.0,2,0.0,0.0,0,Adam,0.0,0,0,0.0,345,False,0.0,0.0,0.0,0.0,0.0,0,,40,0,0,0,60794.jpg,0.0,0,0,Matthews,0.0,False,12,a,15,56,0.0,0,434,0,1486,0,0.0,0.0,Matthews,0,2016,2016-17,,"(2016, 345)",d22244d7-e446-4841-b9ec-62b05809979b,DEF
0,5,451,100,75,5,45076,0,0,-3,3,35.6,2,176.0,2,0.4,-1.1,0,Lamine,0.0,46,1,100.2,346,False,624.0,0.0,0.0,0.0,0.0,2545,,42,0,0,0,45076.jpg,2.3,0,0,Koné,1.7,False,23,a,15,56,339.0,69,104656,0,129283,0,0.0,16.4,Koné,4,2016,2016-17,,"(2016, 346)",9b44ac9c-03c1-4d0f-853f-d08b535e6b31,DEF
1,0,61,100,0,0,57736,0,0,-3,3,30.1,0,118.0,3,0.0,0.0,0,Jan,0.0,11,0,10.9,347,False,53.6,0.0,0.0,0.0,0.0,433,,42,0,0,0,57736.jpg,1.7,0,0,Kirchhoff,0.0,False,27,a,15,56,26.0,12,1833,0,3827,0,0.0,2.9,Kirchhoff,1,2016,2016-17,,"(2016, 347)",47a66d6b-91db-4cee-b843-9b97ec21272d,MID
0,0,63,100,100,0,28448,0,0,-3,3,47.3,0,246.0,3,-0.9,-1.5,2,Lee,0.0,13,0,12.6,348,False,65.0,0.0,0.0,0.0,0.0,633,,42,0,0,0,28448.jpg,1.5,0,0,Cattermole,0.1,False,6,a,15,56,12.0,12,3493,0,7057,0,0.0,2.9,Cattermole,4,2016,2016-17,,"(2016, 348)",01dbfc01-555f-4c46-8210-caa0c3fcbfdc,MID
3,0,219,100,100,3,19057,0,0,-3,3,402.5,0,58.0,3,-0.1,-1.5,5,Sebastian,0.0,35,0,71.4,349,False,206.0,0.0,0.0,0.0,0.0,1468,,47,0,0,0,19057.jpg,1.9,1,0,Larsson,0.0,False,7,a,15,56,109.0,40,2066,0,2452,0,0.0,8.5,Larsson,4,2016,2016-17,,"(2016, 349)",756d69ab-29df-456b-b584-b65a31537151,MID
1,1,200,100,100,2,49384,0,0,-2,2,131.0,0,112.0,3,-1.3,-1.5,2,Jack,0.0,32,0,60.0,350,False,235.0,0.0,0.0,0.0,0.0,1492,,43,0,0,0,49384.jpg,1.9,0,0,Rodwell,0.6,False,8,a,15,56,233.0,38,69622,0,88192,0,0.0,8.8,Rodwell,4,2016,2016-17,,"(2016, 350)",cf677a7b-7ddd-43fd-8a8f-ca7a08ca050a,MID
0,0,12,0,0,0,39187,0,0,-1,1,31.3,0,180.0,3,0.0,0.0,0,Jeremain,0.0,1,0,9.7,351,False,14.2,0.0,0.0,0.0,0.0,69,Season-long loan to Fenerbahçe,59,0,0,0,39187.jpg,1.0,0,0,Lens,0.0,False,17,u,15,56,52.0,2,265,0,2586,0,0.0,0.3,Lens,0,2016,2016-17,,"(2016, 351)",141f9bfc-bde1-45d8-a242-3e979bb428fb,MID
0,3,96,100,75,1,60165,0,0,-5,5,332.2,0,172.0,3,-0.7,-1.1,0,Wahbi,0.0,21,1,64.9,352,False,112.2,0.0,0.0,0.0,0.0,849,,60,0,0,0,60165.jpg,1.5,0,0,Khazri,0.1,False,10,a,15,56,203.0,31,1361,0,12007,0,0.0,5.2,Khazri,6,2016,2016-17,,"(2016, 352)",083e9072-1927-457a-a267-c846451beae3,MID
5,1,125,100,0,2,115854,0,0,-3,3,159.7,0,185.0,3,0.0,0.0,0,Duncan,0.0,20,0,51.4,353,False,118.6,0.0,0.0,0.0,0.0,1025,,47,0,0,0,115854.jpg,3.1,0,0,Watmore,0.1,False,14,a,15,56,241.0,43,13005,0,16387,0,0.0,9.1,Watmore,1,2016,2016-17,,"(2016, 353)",9024b9c0-2bdc-474f-92c4-21f6245da8d3,MID
0,3,177,100,100,5,77454,0,0,-4,4,257.3,0,280.0,4,-0.1,-1.5,2,Fabio,0.0,34,2,87.4,354,False,217.0,0.0,0.0,0.0,0.0,1742,,51,0,0,0,77454.jpg,2.0,0,0,Borini,0.6,False,9,a,15,56,406.0,49,34881,0,90177,0,0.0,9.6,Borini,5,2016,2016-17,,"(2016, 354)",fc0dc527-80ac-4dcd-8958-76019bff31c8,FWD
3,24,529,100,100,6,7958,0,0,4,-4,274.5,6,595.0,4,1.3,-1.5,0,Jermain,0.0,63,15,227.0,355,False,630.4,0.0,0.0,0.0,0.0,3322,,74,0,0,0,7958.jpg,4.5,0,0,Defoe,16.1,False,18,a,15,56,1379.0,166,2275476,0,1925947,0,0.0,22.4,Defoe,1,2016,2016-17,,"(2016, 355)",320d40ad-7b93-4127-a3d4-a98c8b48a678,FWD
0,8,650,100,100,8,37096,0,0,-2,2,0.1,0,366.0,1,6.5,0.0,0,Lukasz,0.0,69,0,78.1,356,False,780.4,0.0,0.0,0.0,0.0,3330,,48,0,0,1,37096.jpg,3.1,0,117,Fabianski,3.6,False,1,a,16,80,0.0,116,166347,0,164605,0,0.0,24.2,Fabianski,1,2016,2016-17,,"(2016, 356)",c9589c76-b035-41ff-9867-e13befa0474a,GK
0,0,12,None,None,0,61760,0,0,-1,1,0.0,0,10.0,1,0.0,0.0,3,Kristoffer,0.0,1,0,2.5,357,False,24.8,0.0,0.0,0.0,0.0,90,,39,0,0,0,61760.jpg,3.0,0,4,Nordfeldt,3.4,False,13,a,16,80,0.0,3,78812,0,56296,0,0.0,0.8,Nordfeldt,0,2016,2016-17,,"(2016, 357)",108a5df1-882a-4331-9ba9-c3ae2c3f9ec5,GK
0,7,528,100,100,8,49539,0,0,-1,1,407.5,1,239.0,2,7.0,0.0,2,Kyle,0.0,48,1,121.3,358,False,589.0,0.0,0.0,0.0,0.0,2714,,44,1,0,0,49539.jpg,2.6,0,0,Naughton,2.1,False,26,a,16,80,216.0,82,104537,0,63284,0,0.0,18.6,Naughton,5,2016,2016-17,,"(2016, 358)",2e00c439-c54e-4de0-be4a-23b827ed8fe9,DEF
3,9,739,100,100,13,19159,0,0,2,-2,119.1,2,487.0,2,3.5,0.0,0,Ashley,0.0,40,1,133.9,359,False,927.6,0.0,0.0,0.0,0.0,3160,,52,0,0,0,19159.jpg,3.5,1,0,Williams,8.7,False,5,a,6,11,289.0,127,540492,0,496130,0,0.0,24.4,Williams,7,2016,2016-17,,"(2016, 359)",48e4df5c-045c-4e74-ab5d-2b06363ade6b,DEF
1,0,160,0,0,2,47390,0,0,-4,4,84.1,0,321.0,2,0.0,0.0,0,Neil,0.0,26,0,24.6,360,False,149.2,0.0,0.0,0.0,0.0,920,Joined Aston Villa on 31/1,41,0,0,0,47390.jpg,2.0,0,0,Taylor,0.1,False,3,u,16,80,12.0,22,25730,0,65601,0,0.0,5.4,Taylor,1,2016,2016-17,,"(2016, 360)",adec0b37-ba20-47e5-82d2-3b01a9adf682,DEF
